label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
real,-301.48145,113.49567,-21.157621,9.265687,-16.46811,-24.599846,-15.047251,-25.446552,-15.345287,3.099583,-28.91296,-0.26313582,-25.613262,9.694445,-9.360032,-13.884232,-7.962857,-12.372504,-7.236777,-10.77364,-0.52510625,-6.0595098,-9.130213,-2.1763754,-4.1197376,-3.2404602,-2.1777308,-6.3901644,-4.8605514,-1.2905993,-4.2137017,1.9009321,-3.2322009,0.2809457,0.0695089,-2.2673166,-0.17329662,-1.6783221,2.1922684,4.036339
real,-279.41263,64.63344,20.823914,32.152424,-17.787588,-22.698908,-17.63632,-27.85545,-25.986206,3.2260616,-19.098919,-10.028141,-19.841614,7.195707,-15.671845,-18.378338,-2.6931584,-10.600682,-9.822075,-8.826408,-7.8300714,-4.863322,-8.429342,0.63636136,-0.45227173,1.2917216,-0.9659486,-4.943474,0.43004656,0.0023146735,-0.39060047,1.2003415,1.0328172,0.55344725,0.13139571,5.7203736,-0.8475323,0.80922145,-3.7822087,1.8717202
real,-329.71747,68.86924,-4.1181016,3.6343145,-27.845896,-36.085953,-11.168129,-14.930021,-11.327163,-7.9799623,-26.787655,8.426428,-14.050292,-0.19173528,-9.992705,-11.961494,-6.2527456,-8.610062,-8.406451,-10.629243,-4.527278,-15.9364605,-10.303624,-3.2278287,5.3416343,12.068263,12.3903265,13.449847,-2.8944902,-1.8287572,-7.3000603,-9.929509,-7.0740223,2.4167156,-5.262771,-1.3938291,-5.506728,-5.0856795,-2.0123715,1.6059537
real,-291.67355,91.45115,-28.103865,10.42986,-13.3119,-17.808302,-18.44411,-14.808925,-12.24992,-3.0825737,-21.597067,-0.8631949,-19.62554,6.5516753,-19.209013,-5.2752223,-4.630115,-17.123297,-2.8694868,-9.122526,-6.568877,-7.720269,-9.271915,-6.967433,-8.867637,-7.505211,1.6477385,1.871337,0.06944619,3.9890077,-4.0746994,-3.8582995,-0.9955206,4.7631383,3.0838344,2.6770926,-1.0186313,-2.7494266,-3.6862562,1.142503
real,-276.5058,72.74001,1.0203788,8.865565,-29.381271,-18.442404,-16.830734,-28.7576,-24.579714,7.2092366,-14.161314,-2.2278636,-16.145117,1.2539556,-15.894637,-22.571264,-4.8240623,-12.164928,0.80790883,-10.029493,-9.187872,-2.8410218,-7.81413,-4.4296956,-9.992434,-0.4224619,0.04701534,2.6476867,2.3263924,6.3401494,2.6528575,5.028269,0.4934144,3.3221889,0.26889333,-1.8433217,-2.2172146,-4.483385,-3.5268314,3.3118875
real,-308.22638,36.246796,15.18273,24.218992,-21.548788,-20.588423,-29.022753,-11.413344,-8.677759,-7.5463443,-22.148111,-1.9943123,-17.997301,3.8835063,-4.6721807,-11.478076,-10.506388,-4.1163783,-3.466439,-8.432647,-3.7433417,-8.338187,-10.108976,-3.5662315,-4.393194,0.22030583,-1.7821057,-0.75934446,0.24182183,0.8796749,-2.5340133,-4.480041,-2.498398,-1.1353968,-6.044861,-4.346822,-3.5725522,-1.8435221,-4.6057043,-1.6454257
real,-268.79175,86.86171,-17.45242,13.860131,-8.170319,-33.35737,-33.50518,-23.707842,-9.133877,-0.64580876,-19.132656,0.67183316,-11.421003,3.1527395,-8.981038,-12.90396,-7.4730716,-13.109295,-1.6801126,-15.729238,-6.9109282,-5.1584716,-11.123024,-7.4717927,-3.396542,0.9371735,0.96800256,2.802649,-1.0412999,-1.2001677,-7.4537177,-2.1461015,-2.5525157,-0.3257459,-0.5039536,-2.029724,1.4322609,1.2521429,1.1870172,2.8797042
real,-333.1344,43.370037,23.55697,13.246287,-35.970627,-1.913659,-23.885832,-24.599316,-17.359991,-2.3343349,-20.12326,-7.2746058,-11.5735235,-0.30553967,-17.828358,-6.8266926,-9.065149,-8.755908,-3.37489,-6.570142,-2.5901213,2.176774,-8.5528755,-5.0033245,-3.1300316,-2.3684306,-2.061091,1.4972343,2.1028569,-5.4805827,-2.926157,-0.62233335,-1.3110145,-2.5025346,-6.5201283,-3.847295,-2.6380973,-0.25584322,-4.423849,1.6375046
real,-261.61267,53.76809,1.1297028,15.013345,-12.268582,-19.779095,-39.128498,-13.702092,-10.588658,-6.8946013,-21.767406,1.8538663,-12.351863,8.978642,-9.189674,-14.555135,-6.4925575,-8.569146,-11.920829,-4.3343687,-9.015334,-6.7599297,-7.105794,-6.869447,-8.946471,-0.6591213,-2.3058195,2.3596518,6.0327787,1.446893,-3.4990737,-2.5419214,-1.6818243,1.6032917,1.0655124,1.2208912,-3.893072,-0.9500496,-3.151247,-3.1832764
real,-294.15457,86.217896,-22.214487,20.882988,-19.35672,-33.179623,-16.118792,-15.425393,-7.186876,0.12103264,-28.865936,-4.1144958,-18.24786,1.7515765,-10.1785555,-11.115495,-5.337338,-11.954608,-4.7852893,-17.004238,-4.8444324,-9.20647,-4.7256284,-0.9456816,0.82278234,-7.8900084,-6.921282,-2.641904,0.888489,4.332618,-1.6645092,-1.3678968,-5.2704864,-2.3025413,-3.7765045,2.1875696,1.9036628,2.6053548,-0.58997,1.0376254
real,-277.91125,74.4532,-7.5837064,6.8752327,-24.441587,-24.090702,-18.113445,-16.44098,-27.437279,1.2054726,-17.20914,-7.8964243,-17.739021,-1.3333683,-12.070449,-11.155448,-12.006114,-8.131407,-2.2516694,-16.034088,-1.8523338,-2.4251993,-7.222208,-1.3476073,-6.081553,-0.8972284,-5.9328136,-4.5369325,-7.1843057,-2.0783417,-5.3520274,-0.71225804,-1.7873468,0.6624271,-0.9074991,6.248816,3.0253274,1.9769496,2.124868,0.26974776
real,-343.7282,120.601814,-17.277346,16.46853,-14.374043,-25.417582,-14.055545,-11.994915,-30.970743,6.5148654,-13.313795,-17.580666,-9.058535,2.420033,-8.596415,-10.878012,-6.8107057,-10.292949,-4.9324603,-14.570145,-3.2413485,-9.477648,-13.144707,-8.82219,-8.484734,-6.3042197,-7.960228,-4.699615,-6.4769073,-4.0756965,-5.046346,-3.1695652,1.8331132,3.387252,-1.7744801,4.2274194,2.4878755,6.599351,5.3364544,5.5273123
real,-300.66415,62.425034,19.465696,20.719395,-7.0789037,-27.069407,-15.655809,-12.317213,-6.977089,-6.368504,-29.33478,-6.600269,-12.941202,3.5462112,-11.166105,-14.451932,-0.5112967,-8.812743,-6.130332,-5.530315,-6.379871,-5.075208,-2.1104672,-3.1015527,-4.6069126,-6.743139,-2.953834,0.16083902,3.036365,7.349095,-3.823804,-0.4988348,-9.119259,1.0001558,-1.2501183,1.1261464,-0.9858666,-1.9782845,-3.1954904,0.7702262
real,-323.42096,77.898445,3.4879968,25.44111,-22.761467,-31.766266,-23.22162,-10.963459,-11.460957,-17.59174,-24.38218,7.325286,-7.558072,-1.7362182,-7.1284018,-12.960198,-6.3990207,-4.425468,-5.4591947,-9.155621,-5.874438,-0.8664292,-6.3777914,0.78865314,2.988032,-3.9355447,-2.1012204,-1.9776534,-1.7065943,-0.8065008,-5.446493,-3.7439325,-4.1377645,-1.8698547,-0.9098084,-4.056315,-1.1388881,-1.9144943,-2.173832,0.78294975
real,-304.28607,118.90854,-5.9065046,-4.8276815,-14.297681,-20.90717,-23.155724,-29.418259,-18.765142,-7.7286015,-17.709965,-4.8461113,-13.493437,1.7203649,-10.095655,-12.622268,-8.469084,-10.235163,-2.8353484,-12.517052,-9.599873,-3.705916,-8.798101,-7.5272818,6.760164,-0.80147785,1.6029711,0.34168068,-7.0084095,-4.4859366,-2.0245662,-0.32953244,0.107132435,4.0365925,1.0049635,4.298839,0.091069266,2.4533515,-2.6242213,-1.183084
real,-302.22452,65.374374,7.9370723,33.31574,-25.35571,-31.66807,-16.655499,0.5941926,-23.039186,-15.979725,-16.667406,0.67288655,-15.7708,2.146163,-9.782037,-9.27444,-3.5050333,0.23820661,-13.955443,-3.239272,-12.48387,-5.3258443,-10.043566,-7.4401817,-9.292379,2.649152,0.058411118,-0.30656382,-0.96129465,2.6089332,1.6313754,1.246375,4.0004826,3.6490355,-3.194854,-4.8921647,0.19979979,0.066698626,-1.4216971,1.0903653
fake,-312.23788,72.744026,1.1745769,20.488163,-13.688882,-25.742914,-20.219112,-10.964073,-13.163175,-9.204313,-19.584166,1.8567286,-17.446674,2.6882536,-3.912955,-11.7829275,-5.9000964,-3.5329816,-5.874047,-4.6578155,-1.1318375,-5.1571193,-5.0598063,-4.908819,-2.02946,-4.18071,0.3700769,-2.331293,-3.609128,1.4487317,-3.9497337,0.42834482,-1.483625,5.5548944,2.9439151,5.382278,1.6513883,3.6248322,0.62738097,2.6719651
fake,-302.4026,64.28755,10.938214,14.080684,-17.99919,-24.77915,-22.952822,-13.288802,-14.876714,-7.970912,-16.07667,-0.18745923,-12.05525,0.37541866,-3.5337996,-10.059733,-7.4578614,-3.1978095,-7.5385566,-6.2669134,-2.859756,-4.4981527,-2.9896433,-3.8604167,-0.010242985,-2.2109103,-0.35183463,-1.6263901,-2.1163638,3.2213123,-0.2983794,3.3127985,-0.106238864,3.1363497,-0.95581245,0.61659175,-1.0705959,2.6172674,-1.5279759,0.59804106
