label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
real,-291.96533,111.8531,-3.2760468,-9.142947,-19.546846,-7.051019,-15.28993,-42.70961,-10.860816,2.290368,-20.51636,-5.1590414,-13.313795,2.9953375,-11.098159,-5.468717,-12.657917,-9.748369,-7.9501824,-13.512041,-11.314896,-3.6530948,-1.8966676,2.100419,-0.8921104,-0.2752361,-3.2266734,0.12638237,-5.0053205,0.8277144,-4.1845617,-3.391383,-0.39607817,-3.1487598,-2.9905214,-0.87426424,-8.150651,0.6730522,0.6340697,-0.7120114,-2.1783237,-1.2124277,3.8683178,1.5223567,-0.751968,1.9469581,2.3904526,2.6966958,-0.47840232,-2.654267,-1.5747229,-3.6259675,1.4073963,-0.12984762,-2.3593483,-2.4980016,-1.2066998,0.89652956,-2.929333,0.64950114,0.6371425,2.8328886,1.1486924,-0.7674817,1.8781784,2.0085492,-0.8801658,0.9856431,0.1757993,1.4263371,-1.3272476,-1.756211,0.16295397,-0.49260107,-0.5769297,-1.019671,-0.17988193,0.38316727,-3.245256,-0.15279745,-0.6099528,-1.3326858,-0.35229957,-0.015049643,-0.66323274,-0.13485245,-0.9669619,-0.6850998,-1.1746709,0.24394011,-0.0037572288,0.008000628,-0.73641896,-0.26425886,-0.52290636,0.35528073,0.24076086,-0.16407245,-2.5173948,-0.6684895,-0.6553552,0.13522103,-0.18391731,-0.09334545,0.10214776,-0.094983846,-0.8442344,-0.065686956,-1.0336751,0.35093972,-0.2539241,-0.74287534,-0.47852167,-0.11360662,-0.22025838,0.28091624,-0.26635295,-0.15632741,-0.63241017,0.001766746,-0.49609202,-0.36121458,0.10998579,0.014377062,-0.42619306,0.31095386,0.015656324,-0.1988704
real,-314.13046,58.319435,15.2741375,41.81527,-16.077265,-12.502652,-25.226622,-27.550978,-13.595281,-0.16028914,-24.169342,-3.4104764,-19.909573,7.5581746,-16.0668,-12.028178,-2.7353194,-10.213748,-4.723853,-8.637505,-6.3782873,-5.073483,-12.648274,1.5187941,-4.8187456,0.48817787,1.0583631,0.35365367,-0.9185475,-3.1021426,-3.1693459,-0.8074811,-1.2077447,3.346048,-6.966871,-1.850171,-4.469841,0.14060089,-4.706219,-1.9774667,-5.327099,-0.44796893,-0.6800727,1.1465148,-1.9106551,0.83055514,-2.8527012,1.4419359,-1.8511995,0.41207644,1.0517806,2.9854093,-2.1046712,1.0050563,-1.5365539,-1.7256575,-3.9128532,1.7334437,-0.8458595,0.9482952,-2.1869276,1.3340954,1.4304552,-0.39266258,-1.3909267,1.0443558,-0.4221452,-2.31777,-0.6702077,1.322996,-0.7339071,-1.5237296,-0.3919805,0.47689104,-1.3350086,0.9382224,1.8363526,-1.0439621,-1.0037866,0.45339864,-0.8224339,-0.97971046,-0.7769633,0.23504117,-0.5669773,-0.23555036,-0.34267375,0.24317333,-0.2159956,-0.99632424,0.2246977,0.039953362,-0.70014995,0.11999755,0.058699653,0.5007982,-0.43558627,0.2677053,-1.2350595,-0.6941193,0.8319389,-0.632431,-0.1345531,-0.058423296,-0.7435092,0.09607006,-0.10688445,-0.105087206,0.07848015,0.35193032,-0.389591,-0.066141196,0.5921258,-0.3944716,0.44776368,-0.3316603,-0.3663782,0.19084775,0.6737805,0.12175804,-0.25709724,0.28244793,0.1002551,0.29167095,0.18502775,0.14749625,0.1422181,-0.36550662
real,-286.80048,64.9263,-5.7902627,0.01700384,-28.37016,-22.822414,-27.485933,-10.382315,-9.658283,-3.5820184,-23.981821,-2.9325104,-19.392467,-5.0105286,-3.5608807,-20.098919,-10.638509,-6.6067214,-4.046744,-11.472005,-5.4108176,2.0104835,-3.4313521,8.34514,4.8662696,3.3194609,-1.8869759,7.2795405,-7.9364924,0.06637958,-6.713096,-6.325481,-2.7995098,-2.3537428,-7.630923,-4.050916,-0.8797723,0.7411596,-3.0545857,-2.1194074,0.18740042,6.0798044,6.3878646,1.6445177,3.1026516,1.1887214,-1.5714356,0.14940552,1.0953101,4.046403,0.9460309,-0.78630316,-3.3729599,-0.5109829,-0.5369171,1.334427,-1.5716165,1.0199366,-2.8411362,-2.3271565,-1.6680536,0.8655035,-0.8148928,-1.6686417,0.44486555,-0.19051555,-1.7654692,0.105634086,0.33332974,-0.90261424,-2.1005118,0.017833075,-0.9519297,0.16693516,1.1915478,0.7345029,-0.29589045,0.73050857,-0.5032809,0.49775195,0.34470946,0.6517685,-0.96399885,-0.011035993,-0.43892345,1.2990268,0.7834186,0.25034663,-0.44798657,0.0060070297,-0.21474901,0.43140665,-0.0030054396,-0.12732813,-0.71382535,0.10546577,0.6241375,-1.1589731,-0.39940122,-0.33732095,-0.7852632,-0.4662425,0.8632554,-0.0018725373,-0.08356225,1.0648782,-0.32089084,-0.27397156,-0.42283067,0.57657456,0.051021274,-0.2602271,0.20845343,0.026998833,-0.5161937,0.26012146,0.3406177,0.35376653,-0.009239087,-0.033744007,-0.12318602,-0.18646505,0.7358531,-0.14664859,-0.0109027,-0.63350093,-0.22374186,-0.19882481
real,-293.02676,85.56787,5.626573,29.029573,-17.269585,-37.293213,-12.190254,-26.921833,-25.011644,-3.0550835,-20.559017,1.6281713,-21.151308,9.425064,-13.530489,-9.5211935,-8.864149,-12.557687,-6.1441445,-11.397784,-2.8815715,-9.01025,-9.746731,-5.5710015,-8.571648,-2.0810304,-1.8730848,-1.995599,-0.083166905,-0.63911766,2.0958028,7.163547,1.054262,3.672683,0.19034639,-0.93698233,-3.1440413,-3.5199902,-5.9098516,-0.042242996,-1.6145371,0.8142031,-6.2185144,-1.1619678,-0.53434867,1.9412183,-0.48228693,-4.8422623,-1.5310248,1.3641416,2.102931,-2.6846828,-3.8291159,0.7110518,-0.4568554,0.5644676,0.18281882,2.0282085,2.000103,-1.1855079,-0.8249581,2.2892141,2.028486,2.7585626,0.3428167,1.9358629,2.6049783,0.5920742,0.032900006,0.8179062,1.400678,1.0879264,0.37584922,0.92611295,0.17019925,0.5870274,0.93651795,0.69900995,-1.2518777,-0.39323097,-0.06072737,1.8160363,-1.4945804,-0.87713933,0.16769333,-0.052390404,0.40245005,1.3159016,0.23980333,-0.8225963,-1.3236306,0.74642396,-0.3046982,-0.8219213,0.41016683,-0.38697034,-0.51233155,0.5809684,-0.4059931,-1.3259603,-0.63088703,-0.52786,-0.39486265,-0.6513672,0.263689,-0.702878,0.049587294,0.2891166,-0.771672,0.77659386,0.15872388,0.2712512,-0.017328553,-0.01793972,-0.43424255,0.19690739,0.86881,0.2859763,0.51130474,0.2174698,-0.44557574,0.3953203,0.08339587,0.41218087,-0.035983704,-0.25777137,-0.68452626,0.55458915
real,-314.5667,41.574978,7.6749787,42.892345,3.4613764,-10.073451,-30.070864,-18.656466,-15.36528,-1.3588234,-17.747763,-11.649153,-7.1919065,2.255,-11.542604,-4.1555696,-3.324815,-9.799706,-3.1571517,-7.8450665,-8.087588,-8.46046,-9.105733,-2.3819816,-3.211357,-5.7372584,4.383375,0.88543874,-4.8195415,2.1645205,-1.0905032,-2.9624152,0.55110955,3.7109017,-3.99585,1.6926099,-0.45729542,5.38382,-1.5070064,0.6480711,-0.23447023,1.5558089,2.0160437,2.9256833,-1.9320276,-0.8544981,-1.5536011,2.7342427,-1.5334605,-0.7721176,-0.57787204,2.2911198,-3.2505267,0.11308878,-2.6785536,-1.4692749,-5.3562775,1.309365,-1.9068218,2.603943,-2.2243078,-0.31471875,-1.1860043,1.623688,-2.6421502,-1.4452146,-2.2753053,-3.169234,-2.6352131,-1.2408336,-2.7347374,-2.7811255,-2.2802403,-1.2909809,-0.2789946,-1.017716,-1.0338454,-0.5037963,-0.7584685,-0.5676706,-1.7232196,-0.6530345,-0.9465671,-1.1603687,-0.9906155,-0.8788309,-2.4251807,-0.91529095,-0.8208862,-1.6637719,-0.33006856,0.163643,-0.59297144,-0.6198158,-0.8464942,-0.328238,-1.374802,-0.5014991,-1.34345,-1.4700378,-1.7788979,-0.982188,-0.44280076,-0.27405098,-0.1315109,0.16373779,-0.2169135,-0.64059526,0.5763324,0.92251796,0.21648307,0.5486159,-0.119171225,-0.008788735,-0.46793473,0.4302389,-0.7035936,0.24022174,-0.30404595,-0.79267675,-0.3048025,-0.26967934,0.0371688,1.0729434,-0.36774063,-0.13224187,0.039295692,-0.54907215
real,-284.59885,87.70283,-13.892061,13.209178,-21.9779,-20.150707,-9.541914,-27.00199,-9.800655,-5.057558,-22.464476,1.878757,-23.53812,8.009375,-6.6970944,-8.552198,-8.858927,-9.913214,-3.2665126,-13.885628,-5.1567907,-3.8238509,-11.715131,-3.8200948,-9.045549,-9.681438,-4.126132,-8.366639,-7.7503886,-1.857034,-2.3981438,6.5319023,10.636285,6.3492637,0.38252652,-2.02703,-3.5856419,0.3509862,2.7763999,4.588406,-1.4783252,-3.2182593,-4.550838,1.7751191,-0.54460806,1.0509005,-0.72987956,-2.064597,-2.470416,2.6335845,-1.1838491,-1.4255549,-3.054994,-0.50289226,1.0608579,-1.3189796,-2.3596025,-1.1793661,0.019086638,0.9221407,-2.2084777,-1.2131797,0.19952069,3.905345,3.25953,3.4779177,1.5270265,1.4784734,-0.73423535,-0.42361438,0.7084771,1.4924493,-0.058787815,-0.24604242,0.2742045,0.87537915,-0.40392968,0.28354853,0.98340446,0.5983051,-1.8320467,0.1021742,0.88775676,-0.51086384,-0.26886764,0.7432871,-1.786369,-1.2035291,0.117692515,0.62022907,-1.7218525,-0.9032518,0.11120879,-1.2283412,-0.8851244,0.05773496,-0.39942908,-0.66051733,-0.64182925,-0.47553495,-2.2989395,-1.1107225,-0.42394292,-0.85630906,0.10080533,-0.5689064,-1.1228776,0.7181229,0.034323074,-0.06957478,-0.07749085,0.30469128,-0.7424545,-0.5768796,-0.21965589,-0.22964925,-0.6508283,0.08920111,-0.18672884,-0.6138374,0.833214,-0.21407412,0.30799365,0.5301908,0.18809795,0.44038644,0.89856005,0.07694753
real,-276.92645,126.974846,-20.547836,-5.076384,-17.35608,-18.74835,-17.651173,-32.73693,-12.673498,-4.7414465,-19.176235,-9.17212,-12.506076,7.1017213,-14.72532,-6.2135344,-8.781725,-13.904696,-7.7425647,-17.903488,-7.5172286,-7.3931704,-2.377189,-0.26284578,2.1420896,-1.4866073,-4.2634506,0.664473,-0.48946357,1.9805484,-0.09826757,-3.613621,-6.888106,-1.9359444,-0.76179457,2.2281191,-1.331181,-3.588077,-1.7161055,-1.4522685,-5.000797,-1.3526201,-0.42753923,5.0200047,-1.2024904,3.1076348,3.1911378,1.4210823,0.4126789,-3.6982217,-1.5113158,1.8969051,-2.629225,-0.8521239,-0.4136471,0.16483103,-0.7027086,0.77366483,1.2710652,0.24403962,-1.9588284,1.9995558,-0.5202013,-2.475947,-2.081092,1.491479,-0.44423848,-0.2124685,0.46513632,1.6580589,-1.5880191,0.76433367,-1.2246207,-1.6428003,-0.17783447,-0.04669788,-0.8940207,0.3173834,-0.7322958,0.43350378,-0.43085086,-1.4695578,-2.1233907,-0.27501047,-0.49601513,0.9239345,-0.14900635,-1.136384,-0.028805975,-0.4226697,-1.1267577,0.07994506,-0.5528246,-0.8819684,-0.06586762,0.39102376,-1.193729,-0.3168956,-0.61450887,-0.133187,0.74362355,0.79491544,0.16067174,0.8272444,0.025810827,0.098976485,0.47373062,-0.6666241,0.1415855,0.44414628,-0.003389669,0.73137194,0.36682904,0.3446841,0.18477622,-0.44845328,0.3746761,-0.04098204,0.061414585,-0.45069858,0.023425562,0.2608603,-5.0166556e-05,-0.11371255,0.18598668,0.3652326,0.5788074,-0.1212846
real,-310.72205,138.6007,-6.5415645,-3.8188653,-25.469618,-9.983531,-6.6840696,-29.900364,-21.391918,0.96204275,-14.9903345,-11.663218,-13.432488,10.703008,-17.621675,-11.596844,-0.9384012,-6.4758334,-7.5479007,-9.742123,-1.8687936,-2.6804178,-7.395333,-1.5304013,-3.9674537,-9.356446,-1.3335283,0.6272566,0.8139543,-0.6700114,-4.7054796,-4.3136854,-7.3319535,-2.6013374,-1.5086788,2.1920698,-3.4563425,-2.4355497,-1.2793158,-3.6102695,-2.3442392,0.9347636,3.10794,2.4180167,1.2139916,3.7346673,-0.87430394,-1.2063136,4.7314844,4.4173884,2.0786896,0.91540885,0.2269964,1.3156537,-0.62678295,2.2474155,0.41053808,1.9619468,-1.2826679,-0.6708644,-1.1777222,-0.9371476,-2.0656543,-0.8145162,-3.1124313,0.01732813,-1.7992654,-0.339827,-2.4069574,-2.204293,-2.4749258,-2.0983863,-1.3660431,-2.7638304,-1.8019114,-0.94805586,-2.4820628,-1.4000808,-2.9841208,-1.2562153,-1.4980407,-0.97610474,-1.6085899,-1.2594275,-0.59573966,0.34377244,-1.1141056,-0.44887173,-1.0559043,-0.42207387,-0.93640023,-0.72383505,-1.2650288,-1.4640696,-0.8707062,-0.83392274,-1.1862115,-0.49242508,-1.3376896,-0.98910433,-1.1249571,-0.48127636,-0.08033719,-0.012281145,-0.45869318,-0.18173182,-0.045799892,-0.3888942,0.11254813,0.21092734,0.110058516,0.20691565,-0.7878319,-0.5724463,-0.25578806,-0.21514224,-0.49398816,-0.4031831,0.03796645,-0.09862036,-0.52923137,-0.10859224,-0.2526986,-0.28705987,0.07006035,0.07485158,0.40533236,-0.10322603
real,-306.3524,113.977394,0.03213501,15.56774,-17.957376,-28.957863,-11.292306,-22.776228,-11.879434,-0.59511864,-21.450909,-2.7162023,-21.352392,2.079853,1.456199,-9.258332,-6.3068686,-8.32368,-2.5136497,-11.066346,-9.12893,-10.905394,-9.367233,-0.63505703,-4.3735385,-6.4047046,2.9076393,-1.5645833,-3.9232996,1.3812352,-7.723475,0.4118578,0.55684125,6.280696,1.3899634,0.829458,1.3078847,1.3803014,2.7637985,1.5054994,1.4226633,-0.4578176,-4.557671,0.9253477,-2.299265,0.55485076,0.24850687,0.50482553,-0.45235097,0.48655832,1.9075099,0.80914026,0.7524414,-3.528888,-2.211941,-2.0306718,-0.8989472,-3.0183911,-2.0899098,-2.2324514,-2.733592,-0.84340847,-3.5374808,-0.46598703,-1.3740038,-0.7646676,-2.427436,-1.0184556,-0.83845484,1.0875039,-1.7364541,-2.3185809,-2.1568272,0.9412619,-0.7327798,-0.18731774,-0.5320451,0.33941987,-0.9615243,0.5357138,-2.0491743,-0.469317,-1.4256816,-0.40008882,-0.9655147,-0.5179084,-1.6085827,-0.54879785,-0.2610975,0.10412708,-1.9195751,-1.4646819,-0.783106,-0.6565643,-0.9625312,-1.057043,-0.6418945,-0.9964909,-1.561899,-0.3947247,0.5305887,-0.9081467,-0.25400424,0.60375136,-0.4762131,0.7674874,0.8352799,0.37642565,-0.33179027,0.61577076,0.21288809,0.052705403,-0.5932447,-0.5320055,-0.608431,-0.13264656,-0.028636463,-0.59404784,-0.53788364,0.41594455,0.07625273,0.019742645,0.1492052,0.2010023,-0.031943224,0.19246514,0.34432206,-0.31431833
real,-329.02985,125.26773,3.5292146,7.1925893,-32.92575,-21.290892,-7.5621576,-18.25716,-22.59698,0.6497866,-8.592182,-8.595989,-16.36813,5.8366065,-14.286376,-4.2740035,-8.47555,-7.957658,-5.9098263,-8.394522,2.5694513,-7.713729,-0.0054646134,-4.054307,-9.232769,-5.8018513,-8.127173,-2.928535,-7.8404865,0.33447248,0.07929531,5.461333,3.629282,-4.246995,-4.548072,-6.6244583,-3.645343,3.6778355,2.614571,4.4542146,-0.41355348,5.0843825,4.1861753,6.4055614,-0.33811954,0.25338286,-0.96202445,-0.09110382,0.38183874,-1.3902194,-2.1922216,-2.277607,-0.9960469,-0.43151796,-2.0044134,-3.1050558,-0.90546787,-2.486638,-2.1596682,-1.3180811,-0.91817564,1.6289356,-1.586827,-0.86461335,0.060991727,-1.4086748,-2.9084158,-3.2430036,-0.25342065,-0.50236636,-2.6892898,-2.7947364,-2.2474837,0.33901447,-1.3098589,-0.6625138,-0.5347468,-0.05793369,-0.67673767,-1.4385147,-1.1063788,-1.2823312,-0.5200403,0.13411984,-1.5598731,0.9192059,-1.3445759,-1.983734,-0.997544,0.22169691,0.40153226,-1.0621672,-1.1625433,0.31250316,-1.320256,-0.610907,-0.52728134,-0.84534025,-1.9349662,-1.5480351,-1.1636584,-0.97675824,-0.45680866,-0.5484884,-0.68769145,-0.42407668,-1.1744453,-0.4084518,-0.13726225,-0.17603926,0.4209514,-0.6089541,-0.1411391,-0.37274173,0.0024796799,-0.62851,-0.35730714,-0.116286896,-1.2782353,0.7511994,-0.6400541,-0.49128905,-0.31866738,-0.11995146,-0.061132163,-0.1174849,0.36059883,-0.07297395
