label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
real,-300.66415,62.425034,19.465696,20.719395,-7.0789037,-27.069407,-15.655809,-12.317213,-6.977089,-6.368504,-29.33478,-6.600269,-12.941202,3.5462112,-11.166105,-14.451932,-0.5112967,-8.812743,-6.130332,-5.530315,-6.379871,-5.075208,-2.1104672,-3.1015527,-4.6069126,-6.743139,-2.953834,0.16083902,3.036365,7.349095,-3.823804,-0.4988348,-9.119259,1.0001558,-1.2501183,1.1261464,-0.9858666,-1.9782845,-3.1954904,0.7702262,-2.3936896,4.051318,0.50717807,0.3167368,-0.86396164,0.48208162,0.758188,-0.94121295,-2.9824626,1.7171085,1.7753545,-1.5423257,-2.9098544,-1.0793769,-0.47580484,1.6677792,-2.17261,2.6310463,-0.512352,2.5679748,-1.7272987,1.0275403,-0.5667654,0.15086296,-1.7869592,1.6108083,-1.6688964,-1.4626447,-2.632648,0.7771613,-0.8261362,-0.7976601,-3.1785808,-0.70865554,-1.0162034,-1.3988488,-0.8344206,0.27893177,-2.337608,-1.2114581,0.02389696,-2.1198971,-2.4145896,-0.7048201,-1.2821903,-0.93246114,-0.5218147,0.0284424,-1.349582,-0.49999103,0.3377674,-0.7970017,-1.1163381,0.061334588,-0.79531014,-1.5920451,-1.0030746,-0.72572714,-1.3376801,-0.161539
real,-324.6353,84.952446,-6.555637,-0.8565392,-31.470554,-16.72075,-10.938263,-18.002981,-15.508143,10.205949,-21.095768,-11.93526,-5.733478,1.4117042,-25.31491,1.7725886,-7.3203816,-16.479433,-5.17751,-15.7565155,-4.767939,-3.5273418,-5.615973,7.455997,-3.956199,-0.29138875,5.1545315,-1.9880204,4.359653,-0.13585873,3.1087072,-1.5614214,-5.0589046,-2.0563908,-5.9015427,-6.927758,-3.4396715,-3.310192,-5.3761516,-2.6880562,0.85709774,4.2105894,-0.6595429,-2.384273,-2.3924503,-2.2826965,-1.6182743,-0.7444504,-2.1609976,-0.34317255,-0.567282,-0.059509326,-1.035393,1.0187643,0.7677498,1.0540179,0.56319314,2.6846232,3.3881538,4.666938,1.2198491,1.6988286,2.4383614,4.3649826,0.48736966,0.7015938,-0.01457352,1.2885151,1.3447399,-0.13685678,-0.44346786,1.9201579,0.52392554,1.165483,0.28727528,0.81087136,0.27764755,-0.4849605,-0.10887846,-0.75838923,1.3135281,0.8788763,-0.24389015,-0.0712577,0.4293561,0.19436233,-0.40232867,-1.5694053,-0.8475058,0.16504735,0.049064558,-0.035386894,0.19301799,-0.36427465,-0.65474546,-0.23746209,-1.0241901,-1.4097608,-1.6641891,-0.55874956
real,-281.92227,84.79459,-5.975083,-29.123266,-21.407158,-18.766302,-1.902196,-15.972275,-13.885826,5.1516957,-25.784048,-4.7156634,-17.079874,-0.4291084,-12.778743,-14.8517,-8.69157,-6.6051726,-4.9546523,3.562122,-0.36787042,-2.5089717,-4.3092604,2.7513294,-0.56517273,4.246722,-1.7905612,-6.3302855,-12.332486,0.11186916,-4.686051,-1.6495131,-7.650843,-4.9349375,-10.372363,-2.5524359,1.0343221,0.47323686,-2.676825,-4.9735756,-4.024791,2.107982,-1.8496281,-3.4853919,0.93117034,2.0530455,2.2323895,1.5158068,3.3069563,4.7327337,-0.7968542,-1.3777546,-0.42239302,4.6194944,0.39739466,2.1982987,-0.07200447,0.37765488,0.022023883,1.4216675,-0.8850009,1.4566394,0.710404,2.1205204,-0.34487367,0.043549642,-0.9963479,2.571573,0.78374785,-1.9818074,1.4299787,2.481937,1.4733267,2.7333996,-0.19536439,-0.6530986,-0.4967581,1.1538011,-1.4131509,-0.60755384,-0.16864088,0.2932664,0.0044649327,0.22185552,-0.89733243,-0.77574325,-0.30273274,-0.36390886,-0.78188264,-0.046951402,0.22446436,0.33533886,0.15211661,1.0039067,-0.59483993,-0.1609782,-1.5388203,-1.9741238,-0.42560795,-0.74953395
real,-328.38278,73.10203,13.828528,9.522263,-15.608756,-1.0246398,-22.935041,-26.707132,-13.434788,5.3967247,-20.931934,-14.49139,-11.784008,2.9171257,-20.77796,-5.294057,-8.405242,-9.31291,-9.518763,-4.0048375,-9.164971,-9.960249,-12.659704,-4.5168114,-6.9279056,-0.18928124,5.6172276,4.8729568,-2.5749004,3.9706087,-7.0320554,0.8973783,-3.1087747,2.0530403,-5.455829,-8.955221,-5.085542,2.9525733,-0.3212665,-1.3565192,-4.1108828,0.2680655,1.9100263,2.2422044,-0.70655626,-0.7855376,-1.0984904,2.0783617,-3.9125469,-2.8327813,-0.44927666,1.1062744,3.2499628,1.0684143,-0.24485871,1.6212554,-2.085621,0.87534034,-0.5497724,3.4814663,1.150298,0.938069,1.7161564,0.72142327,0.7588438,1.3381788,1.4422331,0.3768966,-1.6918911,-1.2453128,0.78569174,0.26494217,-0.8936482,0.25991917,0.3942004,0.17522441,0.687487,0.786037,-0.015494686,0.80081385,2.5239909,-1.1069286,-1.7067838,1.7081451,-0.8595955,0.46360177,1.1786544,-0.69910973,-0.6484329,-0.41139302,-0.042370755,-0.260914,0.8238189,-1.0761586,-1.2151997,-0.24111728,-1.1920218,-1.7967998,-0.6318518,-1.03712
real,-367.4273,133.96194,-15.064163,7.470857,-13.872409,-26.781492,-5.869499,-15.29949,-19.728155,4.713447,-19.808393,-12.407431,-13.548586,-1.6402797,-15.999741,-7.330881,-10.893088,-11.238717,-7.8080106,-11.55797,-2.5200787,-6.001039,-9.544104,-4.1537213,-7.5385294,-6.188436,-5.544811,-4.0052266,-3.9429505,-7.0494995,-0.9721092,-6.788293,-4.0401244,-5.082844,-0.55222607,-2.2027428,0.8792767,4.835352,2.994603,2.1424644,3.6427884,3.9885566,1.8237325,1.9461156,-1.5194095,-0.17451751,-2.2009666,-2.3747768,-1.5904988,0.094601616,-1.570918,-0.19838496,-1.3648102,-0.626182,-3.9682095,1.8012956,-2.1775954,0.1409418,-1.4523307,-0.25082213,-1.6644663,-1.0534863,-1.0103906,0.7180574,-0.7821685,-0.032326568,-1.1965067,1.7551247,-2.0476692,0.71543896,0.80922776,1.0571412,0.7116387,-0.40605846,0.30254835,-0.3649296,-0.5116869,1.9598265,1.5762514,1.3352883,1.6620733,0.6412922,-0.4076894,0.86107534,-0.35381,-0.0026245855,0.20031694,0.27950937,-0.68630546,-0.48177132,-0.081373684,0.8406458,-0.8491083,-0.49357057,-0.588563,-0.18803506,-0.3057724,-1.2026492,0.0023443438,-1.3009174
real,-276.8709,97.36194,4.782159,-31.076492,-28.7656,-17.337528,-24.715609,-15.97442,-19.733353,0.7963373,-14.1198435,-12.094783,-10.993803,0.71592087,-11.299095,-15.764999,-6.44493,-1.2192283,-2.4216657,-9.080175,1.7720846,-3.8390236,-2.3188946,-2.1950088,-0.5126464,3.048789,-1.4833554,-1.0937382,-3.97951,-2.0964098,-3.9676664,-2.9838648,-4.6794724,0.36401498,-4.520495,0.18401407,-4.4367156,-1.3208511,-4.995676,0.51783353,-3.3178272,-1.5720072,-3.7462149,-1.3640192,-1.5794967,-1.130432,0.071599565,0.06603098,-1.7114764,1.1417041,1.3147665,2.482013,0.080750495,-0.09260751,-1.236118,2.5298374,0.71399003,0.33789393,-0.08003187,2.5699444,0.31463075,-0.9884268,-0.117203735,2.687418,-0.07837541,1.1131755,1.8326963,0.4333903,1.6858488,1.4726449,0.5244164,0.5463232,-0.51556015,0.64514077,0.20702183,1.1041557,0.46115708,0.7933399,-0.9357478,0.65366226,-0.2652167,-1.5634805,-0.32627854,0.28496826,-0.46189198,-0.08986472,0.009283017,-0.57491976,-0.7970765,0.14597212,0.6229153,-0.2590069,-1.1065968,-0.6025634,0.23857181,-0.12481531,-0.8242034,-1.2665143,-1.2102191,-1.0634893
real,-312.89066,97.53009,5.803292,-19.719742,-16.609182,-4.2877913,-26.458626,-29.920965,-15.594308,13.606686,-19.44297,-19.112032,-7.3025675,-3.3454242,-18.811775,-5.383522,-9.2409935,-12.955925,-7.6801715,-5.91662,-9.864708,-10.1996975,-3.584126,2.9616256,3.754656,6.219719,2.4203732,-1.8501279,-9.50402,2.137453,-1.430577,0.4139273,-6.9262733,-4.4388514,-6.9072,-2.6700947,-2.377376,2.0838718,-1.8198005,-1.7952486,-0.64035857,-1.6604218,-4.154923,-3.0433128,-3.1316593,-1.361901,0.9983456,0.6687441,0.8368287,0.01469705,0.17643343,1.1688737,2.6538055,1.1342702,-0.64493763,-0.19868836,1.7710291,0.21412668,1.9100461,0.5961849,-0.7487155,0.30708134,0.09441405,-0.13341367,-2.0367203,-0.8733707,0.20742507,0.1914334,-0.8540858,0.22246101,-0.60566497,0.19816607,0.9339894,0.7487157,0.35293442,-0.03441509,-0.08791823,-0.19496806,0.1423854,0.110509805,1.198467,0.45860675,-0.90901345,0.11355313,-0.277394,-0.57823205,-0.2782411,-0.79381204,-1.1660458,-0.42511988,-0.05633033,0.20298517,-0.9939141,-0.6606446,-0.9419647,0.0040671765,-0.88286954,-0.3069707,-1.3056535,-1.3230151
real,-298.6891,59.886307,-3.1708345,-2.236311,-19.92446,-12.746608,-23.221123,-12.693361,-11.856127,4.6591015,-33.18287,0.44322965,-13.390067,4.386425,-10.172254,-12.284524,-10.334582,-10.193987,-3.492722,-10.234173,-1.1434125,-12.883157,-1.9948485,-0.22624853,-0.8947514,4.604282,2.003099,-3.317222,-1.142771,2.7418458,-3.5112212,-0.40664694,-7.169305,-4.0449433,-6.2157245,-2.7795024,-2.4267592,-6.1399493,-6.8450494,-1.9700048,-3.2533529,0.42155683,-4.5872746,-1.8036597,0.21214944,0.2520124,0.29426086,1.8799405,2.2819684,3.9712412,2.4883285,0.31724304,0.3756513,3.9899533,-1.4752449,-0.44862702,-1.5118307,1.8212296,-1.5205437,-1.315661,-1.1236788,1.4309976,-2.928014,-0.0024354039,-0.2532579,0.018180825,-1.1857376,1.2826089,0.70637256,-1.0040705,-0.81870395,1.9138342,-0.47803715,0.3725545,0.57669914,0.6490916,-1.4115701,0.36533055,-2.0399542,0.50753933,-1.5284464,-0.02666888,0.6962434,-0.53847456,-0.2704246,-0.048995353,-0.8820075,-0.19303624,0.14171079,0.29077497,-0.628876,0.32985348,-0.46318057,0.84948975,-0.32796916,0.3323725,-0.19487765,0.060105655,-0.7675996,0.092263564
real,-301.75394,95.124916,-5.1089106,24.773851,-10.900089,-36.409744,-25.162357,-26.693094,-7.052926,-14.879055,-34.56843,8.595648,-23.39184,3.2378342,-4.3827853,-18.006641,-6.466903,-7.2975526,-2.973706,-6.784117,-5.0750155,-5.1649675,-9.308693,-3.9348211,-2.355258,-3.364914,-0.008711309,-1.7524207,-3.9038787,2.1236472,-6.8181834,-0.36602294,-3.513253,1.3091415,-0.8699975,-1.1627221,-2.4695714,1.7780988,0.86257684,-0.45190942,1.5083096,0.48276272,-0.92301834,1.4924647,-1.5526797,0.75204545,-1.94243,1.825069,0.24651822,1.969572,1.3099852,-0.62082696,-1.9016063,1.163506,-1.9102352,2.0245836,-1.8854662,0.07099244,-1.2295792,0.6478092,-1.3275883,0.60755336,-1.190438,0.29375198,-0.9189424,0.32256672,-1.9735222,0.777438,0.21415079,0.07759687,-2.1436644,-0.7901793,0.71275645,0.9254051,-0.54406315,1.0527462,-0.5403794,1.4555184,0.6242015,-0.36641753,-0.33804017,0.85265666,0.022764543,0.2179715,0.4512466,0.7766851,0.19830257,-0.123644106,-0.47432232,-0.3805509,-0.2923295,-0.19430187,-0.5388166,-0.14345942,-0.6274021,0.599329,0.0035428426,0.37737635,-0.14555044,0.50698364
real,-308.22638,36.246796,15.18273,24.218992,-21.548788,-20.588423,-29.022753,-11.413344,-8.677759,-7.5463443,-22.148111,-1.9943123,-17.997301,3.8835063,-4.6721807,-11.478076,-10.506388,-4.1163783,-3.466439,-8.432647,-3.7433417,-8.338187,-10.108976,-3.5662315,-4.393194,0.22030583,-1.7821057,-0.75934446,0.24182183,0.8796749,-2.5340133,-4.480041,-2.498398,-1.1353968,-6.044861,-4.346822,-3.5725522,-1.8435221,-4.6057043,-1.6454257,-2.3479102,4.4126873,2.4271772,3.3880358,0.10872358,1.161455,-1.8233606,2.8634295,-0.72725564,1.7509097,-2.1866174,2.2171266,-2.0348647,1.2368003,-0.44908568,0.028081438,-0.42937186,-1.6910217,-1.8699887,2.3350325,-1.3333488,-1.6722403,-0.9273037,-0.42167845,-1.2642379,1.2133949,-2.893123,0.45063114,-0.89222205,0.9981345,-1.4871368,0.7006853,-1.2024133,0.1814613,-0.24639645,-0.10117419,-1.1576958,0.19872078,-0.06806497,-0.7127821,-0.28524682,0.19936174,1.243589,-0.5423255,-1.3877534,0.5150981,-0.7458459,0.28125536,1.2283249,1.5132186,0.028440353,-0.2219459,-1.3716165,-0.2178391,0.64919025,-0.23366432,0.075203545,-0.0029337653,-0.59480995,-0.27336383
real,-283.488,29.727652,29.739656,22.043123,-21.379587,-32.592606,-35.426357,0.12061055,-13.628227,-9.479224,-25.110249,0.14831856,-13.474633,-0.47001126,-11.080249,-12.690899,-5.8398867,-3.5219133,-3.5122733,0.4396311,4.6765375,3.1345468,0.6869112,3.4150164,-7.025813,3.2071695,-3.037617,-3.501925,-2.2782276,-2.3644178,-6.153485,-2.660078,-7.793427,-2.83327,-6.846432,-3.9190645,-5.4968286,-3.2528138,0.5965413,0.4631055,-1.2319642,2.10411,0.00885507,1.3684021,-2.0347693,2.8717623,-0.78226835,-0.76601386,-0.69588834,0.4509313,-1.8434231,-1.8843966,0.636388,-0.7696988,-1.9666904,-0.7249647,-0.51300323,-0.470011,-1.8634698,1.8282014,0.9414671,1.1723819,-0.57905954,3.232948,-0.9572963,0.35310298,0.39933786,-1.6599257,-0.34161305,0.057568006,-1.7018087,-0.23063226,-1.9370097,0.32725805,-0.56455773,0.6840951,0.05395417,0.37541762,0.23736323,0.02091288,-0.5540871,-0.38914588,-0.19063276,-0.42408422,-1.00514,0.0718941,-1.7048762,0.18598068,-1.3933165,0.43486685,-0.6052894,-1.3281378,-0.09432488,-0.70480317,-0.8618869,-0.37017885,-0.7749468,-0.721416,-2.1438422,-0.66645133
